,0
264,영화내용이 생각보다 알차지않아서 아쉬웠어요계속 쫄다가 놀라다가 끝난느낌  보면 반드시 후회함 천우희 황정민 아주 짧게 등장함 그냥 곽도원 영화임 배우연기는 감독성격이  맞아서 잘들하나 감독의 연출력이나 편집실력 엉성하던데 감독은 본인 싸대기 직접 천대 정도 쳐라 일본놈이 악 아내돈  사악하기 이를데 없는 영화내 평생에 이렇게 악한 영화를 본적이 없다영등위는 왜 이 영화를 15세 등급판정을 내렸는지 이해할 수 없고 무엇을 위해 만들었는지소름끼친다  재미도없고 머리만 아프고 왜 이렇게 길게 만들었는지궁댕이도 저리고 보고 난 뒤엔 정신병걸릴거같다ㅡㅡ이렇게 보고나서 후회되는 영화도 처음임  내 인생 최악의 영화 내용이 피뿐인영화 지루하게 길고 끔찍해서 더이상 보고싶지 않다고 생각한 영화  한마디로 사탄이 춤을추는 영화  평점 10주는사람 다알바임 개노답 개막장 그냥쓰레기  알바들 많은데 많은 사람들이 있어보인다고 하니까 뭐가 있는지 억지로 찾아서 많이들 본다 근데 속이 비어있다 감독은 반전의 의미를 모르고 있다 오마쥬만 넘처나고 주제를 시궁창에 밖아버린 안타까운영화  
265,와 개저질이네 다신 나홍진 감독 영화 안본다결말 최악 이것도 영화냐  전설의고향이 더나은듯  평점 첨남겨보네 아ㅠ 쓰레기  
266,감독에의도가무엇인지  모르겠으나 정말 재미없었네요  
267,영화의 의미를 생각하지 못할만큼 징그렁고 무서워요  싸구려 좀비영화 일단 괜히보았네요  장난 하냐 나랑 지금보는동안 찜찜하고 보고나서는 더 찜찜한 영화 친구는 보고나서 짜증나서 밥맛도 없다고 하고오늘 날씨는 좋은데 기분은 영 아니네 제목처럼 보고나면 곡소리 나는 영화  아실망이네  이해하고 싶지도 이해하기도 싫은 영화 무슨 시대가 언제인데 좀비무당악마미신비현실 환불 안될까요ㅋㅋ  장난없고 진짜 정신병 걸릴 것 같다  이걸 영화라고 반전의반전 기가차서 웃음이 나온 영화임  1점도 아까워요 차라리 시비워를 한번 더 보거나 홍길동 보세요 돈 완전 아까움 왜 이게 15세 관람가인지 이해불가 평점 높게 주신분들 이해불가  1점도 아깝다 어설프게 흉내로 가득한 영화  첨으로 영화를 보고 아내에게 짜증을 냈다  15세는 뭐냐 영등위 돈받은듯  할말이 없음 국산영화가 발전하려면 평론가란놈들과 영화기자 놈들이 양심이 있어야함이딴 쓰레기 중에 탑쓰레기영화를 명작입네 띄어주니국산영화산업이 욤양요꼴이지겉멋만 잔뜩 들은 함량미달의 감독이 지가 무슨명감독인냥  아내가왜봤을까내 정신까지 피폐해지는기분진짜 기대하고 봤는데 보는내내 속이울렁울렁토쏠림19세였으면 마음의준비라도하고갔지추격자나 황해볼때는 이러진않앗는데 곡성은뭔가 보고나오는데 기분이 더러움을넘어서  진짜 소름끼치고 재미없고 이상합니다 이상한 괴물들이 자꾸 나오고 정말 싫습니다 절대 보지마세요  몰입감은 있으나 감독이 관객을 우롱하는 영화  나홍진감독님자기도취상태에서 너무 가신듯저는 알바도 아니요 영화관계자도 아니요 그냥 영화 좀 보는 40대일뿐이지만이건 뭐 오늘 조조로 봤길 망정이지 돈 아깝고 몸이 다아프네요완전 긴장 상태로 견디다가 이동진도 못 믿는다  문재앙닮은 외지인이 절라도에 들어와서 주민들을 좀비로 만드는데 그걸 막으려는 군복입은 여자애를 뿌리치고 모두 다 죽는다 딱 우리나라네 ㅋㅋㅋㅋ  일반  대중 들이  느끼기엔  관객을  완전히  농락하는 스토리로 어느하나 일관된 내용들이 단한개도 없음이  말도 안되는  스토리를  감독도  만들어  놓고  스토리  해명  정확하게 못하는데  어쩔  ㅅㅂ 이거 뭐야  미스트보다 돈이 더 아까울줄은 상상도 못했다  언론과 자칭 평론가라는 양반들은 그저 국산영화라면 껌뻑 죽는다는걸 다시 한번 느낀다  눈깔 필터 좀  빼라  친구가 스포 해줬는데도 1도 이해못하겠다  관객에게 해석의 여지를 던져주며 예술성을 부여하고 싶었으나 이도저도 아니게 된 잡스런 똥 쓰레기 영화 그에 비해 기용된 배우들이 너무나도 아까운 영화 개연성 없는 반전들의 혼재는 비단 반전으로 점철된 것이 영화 
268,복선과 떡밥이 난해함 감독의 의도는 알것같으나 연출이 아쉬움 스토리는 무난하게 재밌었으나 반전이 소름돋을정도는 아니었다 이게 끝이야싶어서 당황스러웠던 작품  한줄정리감독이 사탄한테 영혼팔아서 만든영화  
269,어렵다ㅠㅠ흑흑어려워ㅠㅠ흑  별로였어요 정말로  보지마 처음으로 평점써봄스트레스쌓임 징그럽고 끝까지 악한 영화 악마영화임  칸을 노골적으로 노리고 동양 서양 성경 무속 막섞어비볐는데 애매하고 재미없고 찜찜하고마치 이뻐보일라고 오만명품 악세사리 다 걸치고 나대는 느낌  
270,분위기는 좋지만 내용은 불친절하다  빈 수레가 요란 관람은 비추  이거볼시간에 집에서 텔레토비보는게 나았겠다  지짜 태어나 본 영화중 젤 재미없다 티켓을 짖어버리고 싶을정도 아오  개봉전 평점에 현혹되지 말라 오랜만에 영화보고 돈 아까웠다 거의 3시간동안 집중해서 봤다 하지만 도대체 감독은 뭘 말하고 싶은지대충 내용과 의도를 기사를 통해봐서 알았지만이건 아닌듯재미도 없고 의미도 없으며 진짜 평점 보고 말이 안나온다 이게 개연성이 없다고 느끼면 이해를 못하는거라고 진짜 이거 평점 높게 준 사람 대부분은 자신은 남과는 다른 비범한 사람이고 지 잘난 맛에 사는 인간들 대부분 정말 역겹다 절대 보지 
271,그지같음열자너나써ㅇ  
272,마지막 수요일 문화가 있는 수요일이라 엄마랑 심야영화 티켓예매해서 영화를 봤는데 진짜 호불호 갈려질 영화돈주고 보기엔 너무 아깝네요 왜 만15세 이상 관람인가요 결국엔 곡성사람들 다 죽일 아니 솔직하자  평점에 솔직하자 안본 사람 낚는 것도 아니고 우리만 낚이자  한국영화가 할 수있다를 보여준 영화가 아닌한국영화는 여기가 끝이다를 보여준 영화그 끝을 어떻게든 포장하는 평론가들  이동진평론가님 평론보고 갔는데 제스타일은 아니네요 개연성0 남는거 없는 영화 몇달뒤에는 그영화 내용이 뭐였지 싶을것같은 영화  딱 황해까지가 좋았다 감독 자질이 의심되는 수준  진짜 진지하게 감독인터뷰 정독했고 영화 분석하면서 두번보고 평점남긴다 인터뷰에서 감독본인도 뭐가뭔지 횡설수설 귀에걸면 귀걸이 코에걸면 코걸이식 해석ㅡㅡ 솔직히 스릴감연기가 좋아서 34점 주고싶은데 이걸 돈내 
273,좀비영화 같았고 무슨 내용인지 이해가 안가서 보고 난 후 답답하기만 했다  
274,재미없네요진짜이게뭐가재밌다는건지  
275,이런영화는 처음인거 같네요실망  
276,먼 내용인지 잘 모르겠음  
277,이야기전개가 좋은배우들데리고  
278,재미없는 영화입니다뒤에 뭔가 메세지를 던져 주려는 의도가 있는 것 같던데요보는 내내 지루 했었고요 중간에 박차고 나오지 않은 것이후회 됩니다 시간 아깝습니다  유쾌한감동은 없나 맨날 이런식의 영화밖에 못만드냐 죄다 정신상담치료 필요한 사람들  뭔가 있어 보이려 애는 썼다만 결국엔 얄팍한 장난질일뿐  평점7점대인데 평론가 나부랭이들의 과장이 역겨워서 1점준다 개별씬에대한 몰입감이나 배우들의 연기는 훌륭하다 하지만 전체 구성이 유기적이지도 않고 설득력이 약하며 정교하지 못하다 사실 느낌만 살린 각본이다 나홍 
279,내용뭔소린지하나도모르겠다  
280,소리만 요란한  깡통에 끓이다만 라면같은 영화 근데 라면은 왜 끓였어  
281,기대만큼 실망 스토리이해를 못함  댓글 알바 말로만 들었지 이영화 보기전에 평점보니까 확실히 알겠네 낮은 점수는 개연성이 있는데 9점이상 준 글들 읽어보니교과서적으로 글들을 지어냈네 영화를 보긴 한건지 모르겠다ㅋ  메타포 좋아하고 있네 쓰레기영화 극찬하는 이유를 전혀 알수 없음짧고 어설픈 지식으로 온갖 이상한 잡탕만들어서 영혼에 상처를 내는 영화이걸 보고있던 시간이 아깝고 지워버리고싶음그리고 아이한테 그런 역할 시키 무서운지도 모르겠고 뭘 말하려했는지 의도도 모르겠고 내용도 이것저것 다 벌려놓으면서 시간만 끌다가 지겨워서 나가고싶다 할때 급하게 대충 끝나는 느낌 전 이번년도 최악 노잼영화였어요  
282,나홍진 칸에 사고 싶었던 거니 멋지고 싶어서 온통  와 포장 덩어리로 가득하다 다시는 이런 방식으로 영화 찍지 않길  내용이 이해가 안되네여  이거 페이스북에 광고 존나 때려서 1점줌 좋은 영화면 사람들이 알아서 봄  이토록 완벽한 시나리오를 다시 찾을 수 있을까  귀신나오는 단순한 공포나 오락 영화를 좋아하는 사람에겐 저평가 될것이고 의미해석오컬트 심오함을 좋아하는 사람에겐 명작 스토리 구성이나 공포스러운 연출 인물들의 숨겨진 의미등 모든것이 완벽한 영화다 한가지 흠이 잘만든 망작 영상이나 배우들의 연기는 나쁘지 않았으나 가장 기본인 스토리가 한심한 수준  보다가 지루해 죽을뻔 이영화는 왜케 거품꼇지  열린결말로 감독이 장난질하면 뭔가 대단해보이고  개고평가받는거같다  노잼 온갖 호러물 오컬트물 봤지만 이건 개연성이없음  아무리 해석은 관객이 알아서 하라고 했어도 어느정도 방향성은 제시해 줘야 하는거 아닌가 너무 불친절함그냥 막 다 싸질러놓고 이 해석도 맞고 저 해석도 맞고 니 해석도 맞고 내 해석도 맞고그게 물고빨고 난리났네개연성도 부족하고 인물간의 관계조차 제대로 못풀어낸 유혈이 낭자하는 급영화 그 이상도 이하도 아니다마지막 일본인의 대사가 깊은 의미라도 가지는 양 던지고 미끼니 낚시니 운운하는건가 수준 참 낮네 무엇이 중헌디 내 돈과 시간이중헌디 누가 악마냐고 감독이 악마여 이딴 3류영화를 가지고 미끼를 던졌응께  
283,난별로 어렵고재미없어요화면도어둡고  나홍진 개실망스러워  이게 저주받은 그  영화냐  영화감독질하고 돈도 벌기위해 자본끌어다 습작해놓고 미끼를 물었다 조롱까지 ㅋㅋㅋ 전할 가치도 재미도 없는 영상은 영화학교에서나 만드세요  안본 눈과 뇌 사요 영화보고 해석해놓은 글들 정독하며 이해는 했지만 기분이 썩 좋지가 않아요찝찝하고 매우 불쾌함 후유증도 계속 가고주위에 추천받아 본건데 저는 맞지않네요  온갖 괴기영화 엑소시스트검은사제드라큘라반지의제왕전설의 고향좀비짬뽕으로 버무려놓고 마지막에 반전시키볼라꼬 쑈한앞뒤가 하나도 안맞는 ㅉ배우들 연기력만 인정연기하는 배우도 내내머찍는지 헷갈렸 더럽고 찝찝한 기분이 가시질 않네 절대 안보는거 추천  내가 네이버 영화에 평점쓰는거 처음인데 정말 내 인생 최악의 영화다  주머니속 만원이 꼴보기 싫을때 보는영화  기본적인 개연성을 상실한 영화이다 무수히 많은 말도안되는 설정 뻔히 보이는 설정들 뭔가 있어보일려고 만든 영화뭔가 있어보일려고 하는 감독 정신차리길 바랍니다제발  모든의미에서 쓰레기다  이 영화  뭐냐 해석들은 잘하네  배우들의 연기력으로 덮어둔 엉성한 시나리오에 놀랐습니다 작품에 대한 다양한 해석이 나오는 건 고무적이나 거창하게 종교철학적 담론을 담은 척하는 포장에 화가 나네요 그저 킬링타임하기에도 아까운 개노잼  이었던  것 같다  너무 피곤하고 찝찝한 영화  와정말 짜증이 확 여자친구가 보자해서 봤더니나올때 싸웠다이딴 영화가 있다니솔직히황정민님이름 내걸고낚시질 하지마라 카악퉤  말도 안되는 언플과 관객 논란에 결과적으로 제작사만 배불리는 영화 나감독 운 하나는 타고났네  내인생 최악의 영화 감독스타일이 나랑 안맞는듯영화주제는 당신은 맥거핀을알고있나요 정도일듯떡밥회수나잘하시죠 절대적인상업영화  곽도원도 의심할만 한거 같음 현혹되지 마라 근데 영화 이상해 지루하고 따분하고 시간 안가서 죽는줄 수상해 곽도원  보는 내내 화났다 보자고 한 친구한테 화내고 싶었다 공포감을 느껴도 소음에 지쳐버린다 최악이다 돈 주고 고통받은 기분  별로임 밑도끝도 없이 그냥 끝남   방금 심야 보고 왔는데 정말   같은 영화 스토리 개같은 좀비 스릴러 영화 중간중간 깨알 같은 급 그래픽도 포함 별점 10준 사람들 대가리 비거나 나 만 죽을 수 없다나 알바 셋 중 하나가 최악  좋은 배우들로 만들어진 피투성이 고어물 메스껍고 찝찝합니다  결말이 관객들을 두시간 넘게 롤러코스터에 태워서 달렸는데 출구가 없는 느낌잔인함은 역대급인데 15세 관람가아이들까지 데리고 온 가족
