,0
258,애나벨 말고도 다른 악령들이 때거지로 나오는데 그거 보는 재미가 별미임 특히 동전 뿌리고 다니는 걔가 진짜 대박 ㄷㄷ  애나벨 엄청 재미고  재미써요 간만에 공포영화 진짜 재미게 봐서요  한줄요약아 내8000원 이거보다 기생충이더무서움  영화 시작하자마자 소리 지른 어떤 남성분 때문에 웃겨죽는줄 ㅠㅋㅋㅋ 남자친구는 옆에서 눈감고 뜨질 못하더라구요 하하  저는 엄청 무서웠는데 같은 상영관에 있던 사람들 중 유일하게 저만 소리 질렀어요다들공포영화장인들만 계셨던건지 아니면 제가 새심장인건지 모르겠ㅋㅋ솔직히 스토리가 짜임새있지는 않아요 하지만 깜놀포인트는 많아 
259,           
260,액션판타지 영화 보는 기분이었어요ㅠ 애나벨이랑 컨저링시리즈 중에 젤 안무서웠음워렌부부가 직접 활약하는 게 보고 싶네요  에나벨 재미있습니다 짱  
261,다양한 악령들이 나와서 재미있게봤어요  ㄹㅇ 후기평 생각보다 별로 안무섭고 좀 끝이 허무함 그래서 아쉬움은 많이 남겼지만 그래도 어느정도 재밌긴 했음ㅎㅎ  그냥 기존 컨저링 애나벨 시리즈처럼 클리셰 범벅인데 배경은  나름 어둡게 연출해놔서 본인이 쫄보라고 생각하시는 분들은 무섭습니다 그리고 이번작은 엑소시즘등 오컬트적 요소가 거의 없습니다  나쁜 악령만 있는건 아닐거야  항상 건들지말라는데 건드는놈 주변에 한명씩 있음  영화내내 긴장감있었던 전작에비해서 확실히 스릴감이적고 루즈해졌지만 그래도 무섭긴무서워서 7점줌ㅋㅋ 글고 컨저링유니버스의특징이긴하지만 제발 하지말라는건 하지말고 열지말라는 좀 열지좀마라ㅋㅋ  열지말라는거 열어줘야 영화의 묘미 아닐까요  다니엘라가 다했다  조조로 봤는데 괜춘합니다 약간 프리퀄느낌애나벨 1 2 컨저링 시리즈와 연결되는 부분들이 다른 시리즈보다 적습니다 영화 자체는 재밌음  박물관이 살아있다가 더 무서웠습니다 쓰레기 영화  애나벨 시리즈 다 봤지만 이번엔 정말 재미가 없었음기대를 한만큼 실망이 컸음시리즈 중 첨으로 돈이 아까운 영화  진심으로 투표 해주세여 애나벨 보신준중에 애나벨 보는게 나면 좋아요 토이스토리보는게 나면 싫아요 눌러주세여ㅜㅠㅠㅠ 제발루 ㅠㅍ  알고보면슬픈영화  3류 쓰레기영화 전편은 재밌게봤는데 이건 그냥 노답영화  다니엘라 18 하지말라는 건 좀 쳐 하지말라고발암걸릴거 같은데 살아서 기분나쁨쿨하게 사고친놈은 책임을 져야 하는데 18  개노잼  보다 나왓음 ㅗㅗㅗㅗ  재미없어서 보다가 나옴 돈 아깝고 시간 아까움  꼭 평점보고 영화보시죠  시리즈중 역대급 노잼이에요  무섭지도 않고 사운드만 빵빵하고  그냥  유치함 그 자체 최악임 ㄹㅇ 보다가 잠왔숨  진짜 재밌는데평에 호불호가 갈리네요ㅜㅜ  오늘 수원에서 애나벨 오후 1시타입꺼 봤는데 옆에 여자 때문에 재미있게 봤다   너무 잘 움찔움찔거리는데 귀여웠음 나중에 거의 막 바지 부분에 여자 울더라  난 화장실 가고 싶어서 미치는중 ㅠㅠ 님들 영화  에나벨 시리즈 중에 가장 재밌게 보았고 웨렌부부 이야기가 아닌 2세대인 주디 이야기 굿 에나벨의 클라스를 정확히 알게 해준 영화임 다만 매니아층이 아는 귀신출몰 타이밍에 역시나 였고 뜬금 없고 비중 있을듯 없던 울버 
262,역시 믿고 보는 공포맛집  뭔 애나벨 주연인 구스범스 본다고 생각하시면됨늑대인간에서 딱 삘이왔다 초반 깜짝 놀라면서 친구뺨싸대기 내리치고 싶은영화정작 애나벨은 별로안나옴  내가 태어나서 본 영화중 제일 노잼 공포영화인데 어떻게 한번도 움찔하거나 놀란적이 없음 스토리 내용은 초딩이쓴거처럼 유치하고 진부한 전개차라리 토이스토리4가 더 무서울듯  개노잼 무서운게 하나도 안나오던데  다니엘라 다니엘라  암걸려 죽는 줄내가 영화를 보러 온건지 암걸리려고 온건지아니 전혀 이해가 가지 않는 캐릭터 다니엘라 그리고 귀신이 나올거면 나오든가 마지막에만 찔끔 나오고 이건뭐 돈 내고 스트레스 받으러 왔네 영화보는데 심장이 집으로 먼저 갔네요  ㅜㅜㅜ무서워요  와 이거 역대 최고네ㄷㄷㄷ  오늘 개봉해서 조조로 혼자 보고옴 전작에 비해서 무섭지도 않고 약간 지루했어요ㅜㅜ  늑대인간 때문에 1점준다  진짜 다 괜찮은데 늑대인간 나오고부터 웃음참기였다  공포영화 마니아로서 초반부터 지루했고 흔한 클레셰 범벅에 갑툭튀와 소리로 깜놀 시키는것 조차도 다 읽혀져서 정말 무섭지도 놀라지도 않았음 심지어 늑대인간 동전귀신 비쥬얼은 코믹 버젼  많이 아쉽다  갠적으로 애나벨 시리즈중에 가장 재밌게 봤음 1편은 지루하고 무섭지도 않았고 2편은 너무 귀신이 많이 나와서 지저분 했는데 3편은 내용이나 귀신출현도 적당하니 잼나게 봤음ㅋ특히 남자애 존잘이라 눈호강쓰  진짜 12에비해 실망감이 큰 후속작로레인 워렌 고인의명복을빕니다  감독 진짜 쓰렉이네  이게 영화냐  네이버 평점 7점대라서 순간 방심하고 봐버렸네 ㄹㅇ 초심 잃고 박물관이 살아 있다가 돼 버렸네  공포영화가 아니라 박물관이 살아있다 아니냐 컨셉한참 잘못잡았네  이건 애나벨 3 이라기 보단 컨저링 유니버스라고 타이틀을 걸지  솔직히 애나벨 얘기보단 다른 귀신 얘기들이 80 분명 몇몇 악령은 영화화 될 거 같음 특히 사무라이 씬은 그냥 무서움  세상에서 한 가닥 하는 악령들이 세명의 소녀에게 털리는 영화 그래도 컨저링 유니버스의 의리로 재미나게는 봄  무서운 장면이 크게 많지는 않았고 무난했던 것 같음  평점 1점도 주기 아까운 영화 귀신 나오는 장면에 웃음밖에 안나옵니다 이게 공포영화인가 코미디영화 같은데  3편은 로레인워렌에게 바치는 영화로 마무리  애나벨로 대체 얼마나 뽕을 뽑아야 시원하겠냐이따위로 만들거면 안보고 말지  평점1도 아까움 컨저링1이후로 제임스 완 작품 중 무서운 게 하나도 없음 요번 영화는 게다가 완전 고구마 전개임 워렌 부부가 나올 줄 알았는데 조연역이고  개망작 뻔함 발 당기는거 말고 뭐 없냐  와 이렇게 망가졌을 줄이야 완전 3류 더 이상 만들지마라 수준이 폭포수 떨어지듯 요즘은 전작들 명성에 먹칠을 하는 졸작들이 이름만 달고 나오는게 너무 많은 듯  
263,생각보다 별로였어용  진짜 개노잼이었음  별별 악령이 다나오네요 잡스럽네  무서운거 못보는 1인인데 무서운적이없음 ㅠ  진짜 오지게 재미없다 나 진짜 무서운거 못보는데 이건 진짜 1도 안무섭다 갑자기 나오는 러브스토리는 뭐고 갑자기 와랄랄라 화목하게 끝내는거 진짜 뭐지 너무 당황스럽네 내 1만1천원악령들이 그렇게 많은데 정말 지금까지 나온 시리즈중 제일 재미없는 편 공포영화가 아니라 놀래키는 영화설마 이렇게 끝나지는 않겠지하는데 끝나는내용도 없고 갑툭튀만 있는 영화 이거 보실바에 그 전편보시는게 더 나을 
264,무서운장면 많아서 행복햇어요  진짜 1점도 아까워요하나도 안무섭고 지루하기만 하고ㅇㄱㄹㅇ  보다 잤음 더 이상 안나와도 될듯  ≥∀≤예수님 안믿는 초딩들을  전도하기위해 만든 영화 같은데  
265, 처럼 아이들끼리 난관을 극복해 나가는 방식이 좋았다  
266,무서워 밤에 무서워  재밋음 워렌부부나와서 해결해줄줄알앗는데  저는 정말 무섭고 짜릿하면서 잼게 봣습니다제발 관람안한것 미개한것들은 댓글을 달지마라  니네들이 10점주는건 오직 국내영화잖아오직 니들만의 애국주의 마인드  나름대로 괜찮았다고 생각합니다 중구난방이긴 했지만 그럭저럭 뒤에서 발로 내내 치고 옆에 커플 영화내내 속닥여서 기분 더럽게 영화를 본덕일까요무섭고 짜증났습니다 정말   
267,생각보다 무섭지 않았어요 근데 옆에서 왜 제 남자친구는 팝콘을 쏟았을까요 ㅋㅋㅋㅋ 너무 감동을 주려고 억지로 애쓴 것 같아요  
268,아휴 별로 안무섭네요 ㄷㄷ  무섭긴하지만 재미없었다 옆에아저씨 영화관에서 휴대폰은하지마시죠  
269,애나벨 시리즈 처음 봤는데 볼만함   좆 대한민국 나라 잘돌아간다 영화보는데 초딩들 존나시끄럽네 시발  같이 영화보던 제 옆의 여자친구가 제일 무서웠습니다  클리셰 범벅 뻔하디 뻔한 이야기  전편보다 덜한 공포 질질 끄는 스토리  미안 반은 못봤어그래서 6점  하나도 안무섭다 이게 애나벨 시리즈였나 할 수 있을 정도였다 컨저링 유니버스중 최악이다 이쯤되면 제임스완 감독이 감독 해야된다 갈수록 실망적이네  컨저링 유니버스 전편 영화관 관람자로서 단연 최악이네요 무섭게 만드는 게 그렇게 어렵나ㅜㅜ  이딴게 무섭단다 ㅋㅋㅋ  소소하네여 조금아쉽네요  네이버에 귀신 이미지 보는게 더무서움 그냥 무서운 분장 갑툭튀만 ㅈㄴ하고 줄거리 1도 없음 결말은 진짜 하  애나벨 이제 정말로 집으로 보내주고 다신 만나지 말자  그냥저냥하지만 예측가능해서 별로 무섭지는 않았엉ㆍ  걍그랬어요 공포의 포인트가 다른듯  애나벨 비중은 안습이고 다니엘라는 암덩어리 그 자체 그래도 더 넌이나 요로나의 저주보단 낫다  1도안무섭다는 애들은뭐냐 심장개쫄렷구만근데 허무하게 끝난감이 좀 있음  솔직히 말해서 그냥 놀래키는 것만 있고 무서운건 글쎄요  그냥 원렌부부가 스크린에 나온 것 만으로 기분 졸라 행복했다  
270,시시하네욤 ㅎㅎ중간에 상자 닫히는게 제일 무서워요  공포물의 답답함의 진수를 보여줌 집에서 밤에 불 좀 킵시다그리고 뭔 소리가 나면 왜이리 천천히 움직이는건지 첫 장면부터 끝까지 지루지루 하품만 쩍쩍악령들은 쎈척만 하고 애들한테도 꼼짝 못하네  보면서 잤고마지막은 안 보고 나왔음돈 돌려주세요너무 아깝네요놀라긴 개뿔새로움 없음  노잼 무섭지도 않음  완전 기대 이하 깜짝 놀라는 장면 많긴 한데 그것마저도 다 예상됨 컨저링1처럼 뭔가 긴장감있게 만들고 싶어한 거 같은데 컨저링1에 비하면 한참 멀었다 개연성 제로 스토리 제로 설득력 제로 급하게 나름 괜찮게 봤음깜짝 놀라는 장면이 많아 좀 볼만했는데애나벨 자체는 하나도 무섭지 않았음오히려 드레스 입은 마네킹이 무서웠음  오늘 보고 왓는데 그렇게 무섭진 않앗음 그냥 깜짝 진지 깜짝 깜짝 짝짝짝이엿는데 더 잇을꺼 같은데 끝이엿음  오늘 보고 왓는데 그렇게 무섭진 않앗음 그냥 깜짝 진지 깜짝 깜짝 짝짝짝이엿는데 더 잇을꺼 같은데 끝이엿음  오늘 보고 왓는데 그렇게 무섭진 않앗음 그냥 깜짝 진지 깜짝 깜짝 짝짝짝이엿는데 더 잇을꺼 같은데 끝이엿음  
271,안무섭고 이건 뭐 공포도 없고  공포영화 왠만한건 다봤는데 이영화는 00 랑 맞먹는영화였고 결말이 억지스럽습니다  무섭기 보단 귀신의 집에 다녀온 느낌 귀신이 있는건 알지만 언제 어디서 귀신들이 튀어나올지 모르는 긴장감이 백미 이번 영화는 10대들을 위한 공포물 잔인한 것도 없고 썸타는 틴에이저들 귀엽네 10대 커플들에겐 적극추 귀신뷔페임 잡 악령 다나옴 무섭기보단스토리인거같음  클라이막스가 넘 빨리 끝났네요  개별로 이제 지겨워   진짜 10 핵노잼 이거볼바에 디비디방가서 유전보세요최고의 영화입니다 유전  해도해도너무한다 씨급인가  
272,계속 색다르게 놀래키는데와미치는줄여러분 하지말라는건 진짜 하지마세요ㅠㅠ  두꺼운 옷 준비해가라 계속 긴장했더니 극장에서 춥더라  공포영화로써 전체적으로 만족스런영화  아이러니하게도 무서운 영화인데 무서운 장면이 없다  잔재주만 늘었다  다니엘라는 너무 암걸리는 설정이고 설마 끝나나 싶은데서 끝나니까 어이가 없음 이제 그만 나와도 될듯  결정적으로 1도 안무서움  극장에서 돈주고 볼정돈 아님니다 공짜표나 무료관람권잇으면 그걸로 보는거 추천합니다 극중 부부딸때문에 봣다 암덩어리들 만지지 말라는거죄다 만져  진짜 재미없음 한개도 안무서움 그냥 하나하나씩 다 보여줄려고 하다 보니까 더 유치하고 지루해짐  2편에서 에나벨을 확 살렸다가 3편에서 대차게 말아먹음 컨저링 12와 애나벨 2 에서의 쫄림과  놀래킴은  더넌과 애나벨 3에선 실종되고 스토리는 헛웃음만 나오고  공포영화의 법칙을 깨는 얄미운 친구 캐가 있어요 짜증나게시리 갑툭튀 몇번 있긴 하네요  역시 컨저링 유니버스 영화는 제임스 완이 연출해야 재밌나보다  
273,집중해서 보긴했지만 전편보단 아쉬웠음  6점이 제일 넘치지도 부족하지도 않은 점수라고 생각된다  이제는 컨저링 시리즈에 익숙해져서 좀 아쉽지만여전히 볼만은 함  공포 영화가아니라 방탈출 영화 나오는 순서 다 알려주고 나올때는 독립개체처럼 나오더니 에나벨 하청업체라 따라가기 바쁘고귀신들은 십자가선에서 퇴마가능 에나벨은 오랜만에 만난 사람들이라 반가웠는지 재미있게 놀다감  무서움은 배 재미는 다운 역시 워렌 부부가 등장해야 제맛  갑툭튀의 향연 제목을 애나벨과 친구들로 바꿔야 할듯  퀴즈쇼 경품으로 주는 인형이 실제 애나벨 모델입니다  솔직히 발암물질가튼 다나엘라 핵싫고영화관에서 소리지르는 사람은 더싫다 그정도면 그냥 집에서 봐라  하지말라면 좀 하지맑  덜 무서웠음ㅋㅋ 그래도 뭐 시리즈 챙겨보는 맛  
274,생각보다 무섭지 않아요   전 시리즈보다는 무섭지않고 아쉬워서  7점  실제 인형은 그냥 평범한 양배추인형 같던데  
275,어린아이들도 볼 수 있는 영화였던 거 같은데 재밌게 봤습니다  공포영화의 양대 산맥 컨저링과 애나벨 시리즈 명성에 걸맞지 않은 영화이다이제는 애나벨 시리즈도 제임스 완 감독이 직접 메가폰을 잡아야 한다  진짜 돈주고 보기는 아까운영화어쩜 이렇게 재미없는지  
276,주는거 없이 밉상인 애가 화근 ㅋㅋ그냥 빙의되서 죽으렴  아니 일점도 아까워 이 영화는 왜 계속 시리즈로 나오고 이야  컨저링애나벨시리즈 진짜팬인데  이번거는 진짜 너무 어이없다ㅡㅡ 워랜부부는 초반에 잠깐나오고 끝에 잠깐나오고 발연기하는 고딩3명이서 영화다만듬 재미있을리가있나ㅋ 진짜 무서운장면 1도없음  이거 보고 집와서 바로 마터스 봤습니다 이제야 공포 영화 본거 같네요  
277,초반은좋았으나 갈수록  귀신들은 오롯하게 샤우팅만 하다 끝나고 컨저링  시리즈만한 임팩트는 없었어요 이야기는 구멍이 숭숭나있고 일본어가 나온 그 순간 무슨 판타지로 변함  덕분에 꿀잠잤습니다ㅎㅎ  재미와 무서움은 없고 갑툭튀만 있는 영화  영화에 뭔가 부족한것같은감이 느껴짐  그냥 개허접하게 사람 놀래키다가 끝남 15세가 아니라 12세로 낮춰도 될 정도로 별 장면도 없고 여자 세명이서 꺅꺅 거리다가 끝남  하나도 안무서워요  이번 시리즈 최악입니다  기영화 돈을 버리는 게 더 이득  노무노무 무섭노ㅠㅠㅠㅠ   재미없음 갑툭튀 영화인데 언제툭튀어나올지 미리 알려주고 튀나옴후반부엔 거의 졸다가 마지막에에나벨 봉인하는거 잠깐보다가 나옴절대 돈주고 보지마셈 끝  어제 봤는데 솔직히 임펙트가 너무 약합니다 제임스완 감독이 제작하지 않아서 그런가 모르겠지만 더넌 요로나의 저주 애나벨 집으로 전부 별로에요  
278,숨막힐정도는 아닌듯 합니다  무섭기만 하고 재미가 없음컨저링2 때는 무섭고 진짜 재밌었는데  
279,영화에트징이업고 음악만잇슴  솔직히 요로나의 저주 보단 훨 나음 그렇다고 좋다는건 아님 내용도 없고 그냥 사운드로 놀래키는것 밖에 없음  역대급노잼뻔하지만여기서귀신이나오겟군안나옴이제나오겟지그냥지나감아극장에서보면서하품만나오다마지막욕나옴ㅜ왜이렇게노잼된거야ㅜㅜㅜ내최애공포시리즈인데돌아와요제임스완  애나벨은 늘 환영이지만 이번엔 많이 아쉽다 공포감이 많이 사라지고 놀래킴만 있다  
280,진심 개 실망 컨져링도 망했구나시트콤보는줄 알았네  볼만한데 막 그렇게 재밌진 않다  지금까지본 공포영화 중 가장 지루하고 재미없었습니다  갈수록ㅎ  귀신의집 외국편 애나벨 자꾸 실망시켜  재밌는데 놀래키는게 뭐 흔한 귀신이 잘잡아당기고뭐 그런거그리고 애나벨 존재감이 진짜 없음꽤 무섭긴 했디만 지루한 면도 없지않아 있었음 무서운서 좋이하시는 분들은 보시길 바람  
281,앤딩이 아쉽습니다  초반엔 볼만함  
282,공포영화는 늘 그렇지만 하지말라면 좀 하지마 라는 생각이 듦딱히 무섭진 않았지만 그래도 그냥 볼만 했음  
283,나름 괜찮았음    극장에서 많은 공포영화를 보았지만 관객들 비명소리가 안 들렸던적은 처음이었다  너네 집이 아니어서 그렇게 활약이 없었던 거니  특별한 내용이 있는 것도 아니고그냥 본격 놀래키려고 만든 영화 같네요 솔직히 많이 아쉬웠어요  롯데월드 귀신의 집 체험2  70살 할배 똥구녕 보는게 더 무서울듯   진심 돈아까워 죽겠다 아 졸라 진심 개허접이라 보는 내내 어이없고 짜증남 놀래키기만 졸라 놀래키고 분장 다 개허접 동네애들이 만든건줄  레알 허세아니고 요새 무서운거 못보는데 10노잼 이었슴다 ㅡ ㅡ 심장의 요동침이 느껴지지 않아써 ㅜ ㅜ 그냥 자려다가 개빡쳐서 쓰러왔음 제작관련한 넘들 다 묶어서팰거양  별 1개도 아깝다 급하게  지어낸듯한 스토리  최악  
284,전체적으로 너무 지루했고 하나도 안무서워서 진짜 별로 였어요 ㅠㅠ  클리셰 범벅이고 이야기 전개를 위한 억지캐릭터성이 꼴시려움 특별할게 없다졸립더라  평론가들도 평을 포기한 영화  컨저링 유니버스 영화중에서 제일 최악임이거보고 무섭다는 사람들은 전부 새가슴인건가ㄷㄷ  말이 필요없고 걍 고구마에다가 마지막에 뭐에용 진짜 오바야 아진짜화가난다 화가나 앵그리출동  역시 에나벨이였어요 잼잼  아우르르 나오는데 급 영화보는 느낌개노잼관객이 몇명빼고 중딩이였는데 그중 하나가 팝콘 떨어트리는게 제일 웃겼음애나벨 이제 그만 나올때 된듯  
285,호기심이 지나치네  넘 씹노잼이라 자다가 중간에나옴   공포영화중에 안무서운 영화 탑1위일듯너무기대하고봣나  
286,나쁘지않음 말을 안들어서 그렇지  일단 결말이 너무 허무하고 전작에 비하면 안 무서웠습니다 그리고 극 중간중간 나오는 장면은 일본공포영화 따라했나 싶었구요모든  악령이 다 나온다고 예고해놓고는 셋이서 하루만에 쉽게 해결해버리는 엉성함저 
287,재미있었다 새로운 스토리가 아니라서 조금 아쉽  
288,기대 이하였던 영화 공포영화를 좋아하는 입장에서는 실망 할만한 작품 평점 4점을 줄려다 동전 에서 놀랄만했기때문에 6점으로 드리는 이유 또한 하지말라는걸 다하는 인물 덕분에 고구마까지먹어버림  무섭지도않고 놀랍지도않음영화시리즈는1편이젤재밌음역시 알라딘볼껄  뜬금없이 뭐 닫히는 소리에서 제일 놀람  그냥 깜짝 깜짝 놀래키기만 하는 급 영화  제임스완 뭐하는 건지맨날 제작만 하네 컨저링 애나벨 기타 등등 시리즈 다본 사람으로써 진짜 재미 없었음 완전 실망 이제 제임스완 감독 아닌건 안보고 싶음  이번편은 진짜 실망이었음  애나벨 시리즈가 이렇게 더럽혀 지는것을 더이상 원치 않는다   그만 좀 못만들어라 진짜 아예 만들지 말던가 아님 제임스 완 감독이 한번더 끝장나게 만들어주던가  
289,꽤 무섭게 잘 만들었음 애너벨 시리즈 중 제일 남  컨저링 유니버스 작품중 가장 졸작더넌보다 더 심각급식둘과 초딩한명의 좌충우돌 우당탕탕 귀신체험기  
290,그렇게 막 무섭진 않앗음  근데 솔직히 컨저링유니버스 떨거지작 중에 나름 괜찮았는데  평점너무높다 한6점대가 적당함  그냥저냥 공포영화 자주보시는분들에게는 놀랄만한장면은 딱히없고 분위기는 좋게 흘러가는 무난무난한 공포영화  기다렸던 애나벨로 이렇게 뒤통수를 쳐주시는군요 ㅎㅎ  제발 불좀 켜라멀쩡한 스위치 안키고 후라쉬만 들고댕겨  무서운게 딱좋아 시리즈 보다 안무서움  제임스완 세계관 챙겨보는데 분노버튼은 애나벨 집으로로 결정ㅋ 태어나 처음 영화리뷰함 제목을 주디의 나홀로집에라고 지으면 될 듯   별하나도 아깝다  진짜 보지마요  무서움의 강도는 높지않으나 완성도는시리즈중에 가장 뛰어나다  가면갈수록 노잼 무서운분위기는 없고 놀래키기만함  정말 재밌습니다 더넌 보고실망했었는데  애나벨은 꼭 보세요  깜짝 놀래키는 무서운 장면들이 있지만 인상적이지 않다  내일 보러 갈건데 빤스 몇 장 챙겨야 하나요  너무 몰입해서봤는지 순식간에 끝났네요 저는 개인적으로 재밌게봤습니다  제임스완 공포영화는 무조건 본다  워렌부부 왜나온거임 ㅋㅋ 악세사리인줄 불좀켜전기세 아끼니 애나벨 시리즈 중 최악  최고의 영화이고  아쉬운점도 있지만  예나벨 영화중 가장 최고의 공포영화입니다  방금보고나옴 솔직히 이전시리즈가 훨씬 나음 영화관에 사람들 꽤 있었는데 소리지르는사람 한명도 없었음그나마 후반에 이것저것 나와서 볼만했고 초중반에 너무 지루하다가 후반에 다 때려넣은느낌이였음  재밌네여어어어너 1탄이ㅡ더 잼  이모 여기 미원좀 더 넣어주세요아참 이번껀 팝콘 사가지고 들가세요 안날아와용  전작보다 무섭진 않았지만 놀라는 장면이 뻔하지않아서 재밌게 봤습니다  
291,전 세계에서 가장 웰메이드 공포 프렌차이즈를 꼽으라면 단연 애나벨시리즈  후반부 갈수록 무섭다기보다는 콘스탄틴 형님이 생각나더라  어디서 놀라야하는가  
292,무서운건 모르겠고 계속 놀래키기만하더라  너무 재미없어서 졸았다는ㅋ  이번건  애나벨  이 아니었음 그냥  유령의집  일 뿐  난 이런걸 원해서 애나벨을 보려고 기다린게 아님  여자 두명 너무 섹시함  
293,생각보다안무서웠네요조금루즈했어요  첨으로 글적는다이번꺼 진짜돈아까웠다  진짜 보지말고 집으로 가셈 이거볼돈으로 차라리 스파이더맨이나 보셈 2가 너무 재밌어서 그런지 이건 너무 노잼이었고 공포영화에 하나도 안어울리는 개그요소도 있고  공포는 너무 줄임 다만 공포물건 종류는 많이볼수 있어 
294,솔직히 시리즈중에 정말 아쉬웟음  후반부 30분내내 레파토리가 친구들이랑 장난칠때 뒤에서 워 뒤에서 워  뒤에서 워 귀신인척 놀래트리기  역대급 노잼 무섭지도 않고 재미도 없다 지루하다 제임스완  감독 좀 해라 진짜 이게 뭐냐  제임스완 실망초심을 잡을때가 되었음  진짜 애나벨1만큼 재미있게봤습니다 처음에는 외부여자때문에 답답하고짜증났지만 내용과스토리와 귀신종류도 다양하고 너무무섭고 재밌게봤어요ㅠㅠ  이게 왜 무서운지 모르겠다  아빠를 보고싶다는 이유만으로 남의집 함부로 싸돌아댕기고 이것저것 다만지면서 암유발했던 다니엘라에 무섭기보다 놀래키는것만 때려박은 영화 존윅3 볼걸  별 반개도 아깝다 무섭기는 에휴시간낭비 돈낭비 하지마세요 ㅎㅎ이거 볼바엔 교회가서 헌금 하시거나불우이웃 돕는게 나음  너무 성의 없이만든것 처럼 보이네요  
295,집에 쌓아둔 인형 버려야겠다 동전도 ㅠㅠ  애나벨 시리즈 중에서 가장 무서웠어요 컨저링 애나벨 시리즈 좋아하시는분이라면 영화관에서 꼭 보세요 안보면 후회할거에요  진짜재미없어요 시간날림  깜놀만 오지고 재미는없음 쫄보새끼들은 재밌을듯  다니엘라 때문에 빡쳐서 영화볼맛 떨어짐 별로 재미없음 보는 내내 답답함과 짜증 개인차가 있지만 12에 비해 정말 재미없음 ㅠ  산자의 이기심이 악령을 부른다  더 넌 부터 급재미가없다신선하지도않고 시시했음 이번영화는  지림 팬티라이너만으론 부족 생리대 넉넉히 챙겨 가세요  에휴 요즘 댓글알바들 너무 많아서 누가 제대로 얘기하는지를 모르겠네 쩝  컨저링 유니버스 시리즈 다 본 입장에서 애나벨은 질리도록 많이봐서 무섭지도 않다 이젠 시리즈 다 본 사람들은 공감할듯  너무 재밌어요 또 보고 싶네요 강추 입니다  애나벨123 중에는 2가 제일 명작3 집으로는 솔직히 안무서움애기가 악령 퇴치하는 수준이면 말 다했지  동전귀신들과 늑대인간 에나벨로 이름 바꾸는게 나을듯 에나벨 비중 시리즈 12에 비해 너무 없는데  볼만한 영화 입니다  이런 노잼 호러영화는 왜자꾸 만드냐제발 호러영화좀 제대로 만들어라 18 890년대 영화들 참고좀 해라 새귀들아  제발제발 이렇게 빌테니 애나벨4 만들지 말아주세요제발 부탁입니다  개노답 여자애 때문에 발암 ㅡㅡ 보면 이해될거지만 안보길 바랍니다  내용은 없고 질질끌고 한공간에서 이뤄지는 사건을 다룰르면 번개라도 빠르던지 영화에서 소리만 지르고 뭐니  보다가 자버렷당  재미나네유재미있슝  
296,컨저링 시리즈 계속 다 보고잇는데 생각보다 요번에는 안무서웟다  해피엔딩이였던 결말이 아쉬운 영화  친구들의 악령 동굴 체험같았어요 잼났음 기타치는 잘 생긴 남자친구 기타 치다가 고릴라보고 닭장으로 도망치는 건 쌩뚱 맞구 귀여웠어요ㅎㅎ  유치합니다 그냥 소리가 커서 놀라는  
297,약간의 군더더기가 있네요 전개가 다소 느리달까 주연캐릭터도 스크린을 장악하기에는 좀 약한 느낌이구요 예전만 못하지만 그래도 긴장감 꾸준히 조성하며 공포물 성격에 충실한 영화  잠안올땐 애나벨 봐라 잘잤네아주그냥  볼만함 기대만큼은 무섭지 않아요  
298,음움음 뭐지 애나벨 시리즈중 넘 재미가 없었고  컨저링 시리즈부터 어느순간 초심을 잃은듯 유령이 안나와서 무서운 영화들이었는데이것도 귀신 나오기전까지 무섭고 귀신이 본격적으로 나온 다음 부터는 실소만 나옴  
299,그냥 다니엘라 죽이고싶음  발락나왔던거만큼 1도안무섭고 와이렇게실망할줄이야  이게 뭔 하이틴 영화 보는줄 알았다 남자애 기타칠때 친구랑 같이 다안보고 나갔음 구데기영화  
300,여름에 공포영화 하나쯤은 봐야 한다는 사람은 봐도 됨  
301,너무기대하고봐가지고 별로  오줌싸고 나와서 1점드림  컨저링 주인공이 나와서 컨저링 속편인줄애나벨 시리즈는 이상하게 움직이지 않는 인형이 더 임팩트 있게 보여줄 건 다 보여준다 다음편 나올려나  힐링에 도움이 되는 영화  두시간동안 뭐하고 있는거야  져 서프라이즈도 무서워서 못보는데 이건진짜 하나도안무서움 예고편이 끝임그냥  너무 무섭다착한귀신은 머지  언제부터 애나벨이 로맨스코미디였냐 초심을 잃어도 너무 잃었다 전개도 예상가능한 쉬운 영화  솔직히 1이 제일 재밋다  다니엘라 사이코패스같은 개연성 별로없는애때문에 관객들은 짜증만 난다  원래 별점 후하게 주는 편인데 요번편은 냉정하게 말해서 67점대 정도가 적당한듯 컨저링시리즈보다 재미없었고 애나벨2가 더 나았던거 같다 최근에 나왔던 더넌 보다 재미없었던듯 그래도 비추까지는 아니고  사실상 컨저링 1 2 만 재밌게 봤고 애나벨 1 2 더 넌 전부 실망했는데 이번 애나벨3는 진짜 너무 실망스러움 재밌는 소재로 그것 밖에 못 만드나 하는 느낌 뭔가 전체적으로 유치하고 무서운 
302,재밌긴 재밌는데 전편보다는 못한 느낌  
303,살짝후즈함ㅋㅋㅋ무섭진읺던뎅   왜케 재미없냐 러닝타임만 한시간임 ㅡㅡ막 무서운장면도없고 조조로봐라 돈아깝다 시리즈중 젤 재미없었음  뿌연 연기는 
